lsoa,area
E01000001,0.13332497870007606
E01000002,0.22621001592961618
E01000003,0.05728532870058852
E01000005,0.19074743851426293
E01000006,0.1441953645276355
E01000007,0.1981628989226003
E01000008,0.19341570582123385
E01000009,0.12858060165756952
E01000010,0.34860330251164845
E01000011,0.0902890817028648
E01000012,0.1410383701645403
E01000013,0.20886529784232702
E01000014,0.34019112056160516
E01000015,0.27968668921684275
E01000016,0.19614674985496913
E01000017,0.16074282941821666
E01000018,0.17325348855870465
E01000019,0.18091375466121293
E01000020,0.18849345236490936
E01000021,0.17218094478511742
E01000022,0.1283533374742899
E01000023,0.2133724951611583
E01000024,0.12791092528036996
E01000025,0.150600532945251
E01000027,1.482271525350025
E01000028,0.14732020081014371
E01000029,0.2529958668274561
E01000030,0.28357561552540056
E01000031,0.8435582352120059
E01000032,0.37927385223917187
E01000033,0.14277337151098796
E01000034,0.5149793004556852
E01000035,0.3943703042568946
E01000036,0.42986842470722075
E01000037,0.23752323621334878
E01000038,0.2126264213729424
E01000039,1.5263377776312337
E01000040,0.16927750572220138
E01000041,0.15209615881085178
E01000042,0.23199384282601354
E01000043,0.2652911859017388
E01000044,0.17452111121573435
E01000045,0.2996250992317175
E01000046,0.15708365044825887
E01000048,0.06403582899678655
E01000049,0.21357620820340767
E01000050,0.13855906947349553
E01000051,0.06528299832930765
E01000052,0.2005653576724655
E01000053,0.17809315726943417
E01000054,0.17102818339533202
E01000055,0.1472193637344488
E01000056,0.24894206274628877
E01000057,0.14650000782853626
E01000058,0.18214886551530654
E01000059,0.20828691845610364
E01000060,0.5504264820384208
E01000061,0.605453445654142
E01000062,0.22590570955613046
E01000063,0.18280362782457196
E01000064,0.2093323338639209
E01000065,0.23117904086321953
E01000066,0.24584432040519083
E01000067,0.19214311849902424
E01000068,0.3416767811914982
E01000069,0.19535258989693577
E01000070,0.3958321645583696
E01000071,0.2706201071313488
E01000072,0.522566976844203
E01000073,0.2829150991079509
E01000074,0.16440101400558554
E01000075,0.517483658755645
E01000076,0.18949510811037573
E01000077,0.1740298587584977
E01000078,0.17182849241932224
E01000079,0.3087690101210398
E01000080,0.23296297562200344
E01000081,0.18641483611678325
E01000082,0.16300027826793317
E01000083,0.17927359076120178
E01000084,0.15242929769269423
E01000085,0.14463617494438072
E01000086,0.1401546587448091
E01000087,0.37533259941177727
E01000088,0.22500889491889062
E01000089,0.15024160310536847
E01000090,1.9433493940697124
E01000091,0.2477686191770811
E01000092,2.6434731866698042
E01000093,0.2922871904689355
E01000094,0.6001793888716391
E01000095,2.297381228817471
E01000096,0.5986319669682582
E01000097,0.18142375292270538
E01000098,0.1730168329037626
E01000099,0.3106818061906821
E01000100,0.21047752852315949
E01000101,0.16096530977914578
E01000102,0.254854736466801
E01000103,0.6982402863251869
E01000104,0.21616629786774388
E01000105,0.22389818457663638
E01000106,0.22086120026657166
E01000107,0.5393244810168971
E01000108,0.23852811056206213
E01000109,0.3755827006569652
E01000110,0.18842339521422244
E01000111,0.30136032517484385
E01000112,0.2762824827955826
E01000113,0.15466951794519412
E01000114,0.256223958993177
E01000115,0.28024914967018216
E01000116,0.24532234663242777
E01000117,0.32939992840120336
E01000118,0.2850094981920521
E01000119,0.4004640111606876
E01000120,0.2429712549157116
E01000121,0.37671937225898455
E01000122,0.23577422007497825
E01000123,0.5246082533669414
E01000124,0.2602335233067632
E01000125,0.30318352754716704
E01000126,0.157787937240556
E01000127,0.19666115923834782
E01000128,0.24281775906428787
E01000129,0.17322522363669718
E01000130,0.17632236976840757
E01000131,0.33426724933816787
E01000132,0.15268791421776629
E01000133,0.15939382628503543
E01000134,0.1603029363533575
E01000135,0.3340931340827237
E01000136,0.5201846061103175
E01000137,0.124274535149004
E01000138,0.25910021444600806
E01000139,0.3531735013365584
E01000140,0.14317692302392507
E01000141,0.3694188904710931
E01000142,0.20045046399745198
E01000143,0.1713856382180192
E01000144,0.19211522883740198
E01000145,0.20983470126619025
E01000146,0.21023967832862064
E01000147,0.20309447571521203
E01000148,0.2296777227888527
E01000150,0.46462621039367774
E01000151,0.14281836917942436
E01000152,0.18054541793658993
E01000153,0.16588323251658155
E01000154,0.1331966449196901
E01000155,0.29610819873692923
E01000156,0.17831107420370987
E01000157,0.12358015058356547
E01000158,0.2693365544800224
E01000159,0.49614810222946076
E01000160,0.30227104910734687
E01000161,0.23912848212989096
E01000162,0.18353344272464334
E01000163,0.19682611474940362
E01000164,0.5507308701605124
E01000165,0.18934518801717526
E01000166,0.37477192012486776
E01000167,0.6001418453065933
E01000168,0.31313582349706376
E01000169,0.23690538997291996
E01000170,0.2963054461549084
E01000171,0.33272271204205406
E01000172,0.5448666929415058
E01000173,0.36702161692388263
E01000174,0.18620433989183766
E01000175,0.5042361678906028
E01000176,0.22333901069950615
E01000177,0.1687032810236291
E01000178,0.4190152487210156
E01000179,0.14253172610074744
E01000180,0.1699053988290068
E01000181,0.14462457895853698
E01000182,0.21679629590817134
E01000183,0.22825335957806117
E01000184,0.6818389831333015
E01000185,0.11896735115282789
E01000186,0.2498182855814652
E01000187,0.2131156339368052
E01000188,3.2012152053972387
E01000189,0.16347854702316972
E01000190,0.2447504790160743
E01000191,0.25792798332276157
E01000192,0.2844693698826282
E01000193,0.30129202349392387
E01000194,0.33301730713611205
E01000195,0.3071688938670637
E01000196,0.24617707120527635
E01000197,0.27896693473883805
E01000198,0.3306796999304361
E01000199,0.33436827728596985
E01000200,0.2752624107146713
E01000201,0.39323086278865527
E01000202,0.22584332730577622
E01000203,0.30274855375606724
E01000204,0.3217948989667876
E01000205,0.38020060376352816
E01000206,1.3226175848976327
E01000207,0.3446111388004322
E01000208,0.40740953077967934
E01000209,0.4002823225745406
E01000210,0.5014081918337551
E01000211,0.2770004879556109
E01000212,0.34570814612002393
E01000213,0.4275041574570569
E01000214,0.3334272367884494
E01000215,0.22288074993774104
E01000216,0.19641786539171066
E01000217,0.21313805690402124
E01000218,0.15079110732590084
E01000219,0.19179022410613952
E01000220,0.15137834227498664
E01000221,0.42158447989345205
E01000222,0.4133883445034048
E01000223,0.5468096325760569
E01000224,0.1618155070895209
E01000225,0.3090673785835289
E01000226,0.17652629735775524
E01000227,0.255379779098351
E01000228,2.8998850232312643
E01000229,0.2807204973874716
E01000230,0.27146730388614615
E01000231,0.3624906603971603
E01000232,0.2973302466623214
E01000233,0.26171282779758803
E01000234,0.27524914351038315
E01000235,0.3526078097575756
E01000236,0.22788883204280472
E01000237,0.3306493208180374
E01000238,0.21800843432342587
E01000239,0.43246303248583345
E01000240,0.43970846592544377
E01000241,0.33426239838632826
E01000242,0.27772909142009117
E01000243,0.18486784950664395
E01000244,0.22123491604148252
E01000245,0.18010906719540415
E01000246,1.0803268046867438
E01000247,0.26869511303219856
E01000248,0.27519712686530334
E01000249,0.8133510894708221
E01000250,0.5851088057630652
E01000251,0.22609319095514427
E01000252,0.22734531033259434
E01000253,3.3193501831733974
E01000254,1.5223312785894105
E01000255,1.0777666749875956
E01000256,0.5550162458175577
E01000257,0.6736688529668533
E01000258,0.7929176434303026
E01000259,1.2973368257521205
E01000260,0.8203669070435395
E01000261,1.194912134868573
E01000262,2.2129138294129236
E01000263,0.3936561470525492
E01000264,0.3833989261952999
E01000265,0.20988160469028072
E01000266,0.6342795445784652
E01000267,0.2766483349571009
E01000268,0.2526985302590423
E01000269,0.27305946512556833
E01000270,0.2507631716587392
E01000271,0.3506183880178971
E01000272,0.47454934325339737
E01000273,0.32666591849021337
E01000274,0.2662956477148193
E01000275,0.3315898174431868
E01000276,0.5123190934688421
E01000277,0.1843752871552625
E01000278,0.2741896206193969
E01000279,5.028050821759947
E01000280,1.0151109945688446
E01000281,0.2674360763461823
E01000282,0.5264826885342141
E01000283,0.33240882275215367
E01000284,0.27917290768082065
E01000285,0.20545715999474737
E01000286,0.2676213506048665
E01000287,0.2772397585368193
E01000288,0.33700652642289763
E01000289,0.28577203166769494
E01000290,2.0445256851635234
E01000291,0.2439293655049601
E01000292,0.28698648817756744
E01000293,0.2744055240542527
E01000294,0.32653724772008097
E01000295,0.2036808795988258
E01000296,0.22296960499772886
E01000297,0.2316119980224414
E01000298,0.26978340195270273
E01000299,0.1659405307466307
E01000300,0.170020126023193
E01000301,0.2854873741666922
E01000302,0.21777876433206278
E01000303,0.21527665628067358
E01000304,0.1769500114527858
E01000305,0.68959123995293
E01000306,0.1450586655357757
E01000307,0.49866778655836513
E01000308,0.5274139570860165
E01000309,0.2882085400470621
E01000310,0.31046112947476456
E01000311,0.3389172082000611
E01000312,0.14703334125156609
E01000313,0.2170544050913302
E01000314,0.2463702595353831
E01000315,0.5061594809621098
E01000316,0.40552786361289583
E01000317,0.17065643838517275
E01000318,0.2727355361913729
E01000319,0.15732550708199794
E01000320,0.23638704099042543
E01000321,0.17682512224608318
E01000322,0.2020503522708623
E01000323,0.21305277882127446
E01000324,0.27272240501926975
E01000325,0.3915153748180202
E01000326,0.27182461247012757
E01000327,0.3865267639832768
E01000328,0.5522701974666601
E01000329,0.48110788001005433
E01000330,0.2558967266113134
E01000331,0.5334202879668422
E01000332,0.27892933132487924
E01000333,0.2888738515668006
E01000334,0.2688415017389861
E01000335,1.3874973646067006
E01000336,0.17916217170268348
E01000337,0.27504647719313463
E01000338,0.17305413175501408
E01000339,0.2569780153589239
E01000340,0.23001075388392397
E01000341,0.2381996308043264
E01000342,0.22215519532689584
E01000343,0.3074949313290847
E01000344,0.22561899474627986
E01000345,0.2100016276010583
E01000346,0.3511893440246477
E01000347,0.1955942838934198
E01000348,0.2946793478627217
E01000349,0.32991555795320215
E01000350,0.2664179715833661
E01000351,0.3110181943318698
E01000352,0.34558366195139495
E01000353,0.33497654854722414
E01000354,0.20511276561202615
E01000355,0.42108039737767644
E01000356,0.3125100037081359
E01000357,0.19813061046542887
E01000358,0.2942492110713797
E01000359,0.20590097819371145
E01000360,0.4440536602771962
E01000361,0.2834226191126548
E01000362,0.39736997552313574
E01000363,0.4206038019547259
E01000364,0.4305268980298946
E01000365,0.34130356307009896
E01000366,0.23501921051671212
E01000367,0.2602522556382408
E01000368,0.24179774419303213
E01000369,0.2670633484280321
E01000370,0.32667861243645757
E01000371,0.22793533358142956
E01000372,0.2273723423670509
E01000373,0.089611571254477
E01000374,0.7421440443856506
E01000375,0.42529904698825527
E01000376,0.5484026325247746
E01000377,0.4306122516377024
E01000378,1.257369990719999
E01000379,0.33016640093125593
E01000380,0.22028878324764328
E01000381,2.0572983873494217
E01000382,0.5816810388577104
E01000383,2.796070197438425
E01000384,0.303183942465869
E01000385,0.5892305957130581
E01000386,0.551301512421066
