DZ_CODE,UR2FOLD,UR3FOLD,UR6FOLD,UR8FOLD
S01008822,1,1,1,1
S01008823,1,1,1,1
S01008824,1,1,1,1
S01008825,1,1,1,1
S01008826,1,1,1,1
S01008827,1,1,1,1
S01008828,1,1,1,1
S01008829,1,1,1,1
S01008830,1,1,1,1
S01008831,1,1,1,1
S01008832,1,1,1,1
S01008833,1,1,1,1
S01008834,1,1,1,1
S01008835,1,1,1,1
S01008836,1,1,1,1
S01008837,1,1,1,1
S01008838,1,1,1,1
S01008839,1,1,1,1
S01008840,1,1,1,1
S01008841,1,1,1,1
S01008842,1,1,1,1
S01008843,1,1,1,1
S01008844,1,1,1,1
S01008845,1,1,1,1
S01008846,1,1,1,1
S01008847,1,1,1,1
S01008848,1,1,1,1
S01008849,1,1,1,1
S01008850,1,1,1,1
S01008851,1,1,1,1
S01008852,1,1,1,1
S01008853,1,1,1,1
S01008854,1,1,1,1
S01008855,1,1,1,1
S01008856,1,1,1,1
S01008857,1,1,1,1
S01008858,1,1,1,1
S01008859,1,1,1,1
S01008860,1,1,1,1
S01008861,1,1,1,1
S01008862,1,1,1,1
S01008863,1,1,1,1
S01008864,1,1,1,1
S01008865,1,1,1,1
S01008866,1,1,1,1
S01008867,1,1,1,1
S01008868,1,1,1,1
S01008869,1,1,1,1
S01008870,1,1,1,1
S01008871,1,1,1,1
S01008872,1,1,1,1
S01008873,1,1,1,1
S01008874,1,1,1,1
S01008875,1,1,1,1
S01008876,1,1,1,1
S01008877,1,1,1,1
S01008878,1,1,1,1
S01008879,1,1,1,1
S01008880,1,1,1,1
S01008881,1,1,1,1
S01008882,1,1,1,1
S01008883,1,1,1,1
S01008884,1,1,1,1
S01008885,1,1,1,1
S01008886,1,1,1,1
S01008887,1,1,1,1
S01008888,1,1,1,1
S01008889,1,1,1,1
S01008890,1,1,1,1
S01008891,1,1,1,1
S01008892,1,1,1,1
S01008893,1,1,1,1
S01008894,1,1,1,1
S01008895,1,1,1,1
S01008896,1,1,1,1
S01008897,1,1,1,1
S01008898,1,1,1,1
S01008899,1,1,1,1
S01008900,1,1,1,1
S01008901,1,1,1,1
S01008902,1,1,1,1
S01008903,1,1,1,1
S01008904,1,1,1,1
S01008905,1,1,1,1
S01008906,1,1,1,1
S01008907,1,1,1,1
S01008908,1,1,1,1
S01008909,1,1,1,1
S01008910,1,1,1,1
S01008911,1,1,1,1
S01008912,1,1,1,1
S01008913,1,1,1,1
S01008914,1,1,1,1
S01008915,1,1,1,1
S01008916,1,1,1,1
S01008917,1,1,1,1
S01008918,1,1,1,1
S01008919,1,1,1,1
S01008920,1,1,1,1
S01008921,1,1,1,1
S01008922,1,1,1,1
S01008923,1,1,1,1
S01008924,1,1,1,1
S01008925,1,1,1,1
S01008926,1,1,1,1
S01008927,1,1,1,1
S01008928,1,1,1,1
S01008929,1,1,1,1
S01008930,1,1,1,1
S01008931,1,1,1,1
S01008932,1,1,1,1
S01008933,1,1,1,1
S01008934,1,1,1,1
S01008935,1,1,1,1
S01008936,1,1,1,1
S01008937,1,1,1,1
S01008938,1,1,1,1
S01008939,1,1,1,1
S01008940,1,1,1,1
S01008941,1,1,1,1
S01008942,1,1,1,1
S01008943,1,1,1,1
S01008944,1,1,1,1
S01008945,1,1,1,1
S01008946,1,1,1,1
S01008947,1,1,1,1
S01008948,1,1,1,1
S01008949,1,1,1,1
S01008950,1,1,1,1
S01008951,1,1,1,1
S01008952,1,1,1,1
S01008953,1,1,1,1
S01008954,1,1,1,1
S01008955,1,1,1,1
S01008956,1,1,1,1
S01008957,1,1,1,1
S01008958,1,1,1,1
S01008959,1,1,1,1
S01008960,1,1,1,1
S01008961,1,1,1,1
S01008962,1,1,1,1
S01008963,1,1,1,1
S01008964,1,1,1,1
S01008965,1,1,1,1
S01008966,1,1,1,1
S01008967,1,1,1,1
S01008968,1,1,1,1
S01008969,1,1,1,1
S01008970,1,1,1,1
S01008971,1,1,1,1
S01008972,1,1,1,1
S01008973,1,1,1,1
S01008974,1,1,1,1
S01008975,1,1,1,1
S01008976,1,1,1,1
S01008977,1,1,1,1
S01008978,1,1,1,1
S01008979,1,1,1,1
S01008980,1,1,1,1
S01008981,1,1,1,1
S01008982,1,1,1,1
S01008983,1,1,1,1
S01008984,1,1,1,1
S01008985,1,1,1,1
S01008986,1,1,1,1
S01008987,1,1,1,1
S01008988,1,1,1,1
S01008989,1,1,1,1
S01008990,1,1,1,1
S01008991,1,1,1,1
S01008992,1,1,1,1
S01008993,1,1,1,1
S01009758,1,1,1,1
S01009759,1,1,1,1
S01009760,1,1,1,1
S01009761,1,1,1,1
S01009762,1,1,1,1
S01009763,1,1,1,1
S01009764,1,1,1,1
S01009765,1,1,1,1
S01009766,1,1,1,1
S01009767,1,1,1,1
S01009768,1,1,1,1
S01009769,1,1,1,1
S01009770,1,1,1,1
S01009771,1,1,1,1
S01009772,1,1,1,1
S01009773,1,1,1,1
S01009774,1,1,1,1
S01009775,1,1,1,1
S01009776,1,1,1,1
S01009777,1,1,1,1
S01009778,1,1,1,1
S01009779,1,1,1,1
S01009780,1,1,1,1
S01009781,1,1,1,1
S01009782,1,1,1,1
S01009783,1,1,1,1
S01009784,1,1,1,1
S01009785,1,1,1,1
S01009786,1,1,1,1
S01009787,1,1,1,1
S01009788,1,1,1,1
S01009789,1,1,1,1
S01009790,1,1,1,1
S01009791,1,1,1,1
S01009792,1,1,1,1
S01009793,1,1,1,1
S01009794,1,1,1,1
S01009795,1,1,1,1
S01009796,1,1,1,1
S01009797,1,1,1,1
S01009798,1,1,1,1
S01009799,1,1,1,1
S01009800,1,1,1,1
S01009801,1,1,1,1
S01009802,1,1,1,1
S01009803,1,1,1,1
S01009804,1,1,1,1
S01009805,1,1,1,1
S01009806,1,1,1,1
S01009807,1,1,1,1
S01009808,1,1,1,1
S01009809,1,1,1,1
S01009810,1,1,1,1
S01009811,1,1,1,1
S01009812,1,1,1,1
S01009813,1,1,1,1
S01009814,1,1,1,1
S01009815,1,1,1,1
S01009816,1,1,1,1
S01009817,1,1,1,1
S01009818,1,1,1,1
S01009819,1,1,1,1
S01009820,1,1,1,1
S01009821,1,1,1,1
S01009822,1,1,1,1
S01009823,1,1,1,1
S01009824,1,1,1,1
S01009825,1,1,1,1
S01009826,1,1,1,1
S01009827,1,1,1,1
S01009828,1,1,1,1
S01009829,1,1,1,1
S01009830,1,1,1,1
S01009831,1,1,1,1
S01009832,1,1,1,1
S01009833,1,1,1,1
S01009834,1,1,1,1
S01009835,1,1,1,1
S01009836,1,1,1,1
S01009837,1,1,1,1
S01009838,1,1,1,1
S01009839,1,1,1,1
S01009840,1,1,1,1
S01009841,1,1,1,1
S01009842,1,1,1,1
S01009843,1,1,1,1
S01009844,1,1,1,1
S01009845,1,1,1,1
S01009846,1,1,1,1
S01009847,1,1,1,1
S01009848,1,1,1,1
S01009849,1,1,1,1
S01009850,1,1,1,1
S01009851,1,1,1,1
S01009852,1,1,1,1
S01009853,1,1,1,1
S01009854,1,1,1,1
S01009855,1,1,1,1
S01009856,1,1,1,1
S01009857,1,1,1,1
S01009858,1,1,1,1
S01009859,1,1,1,1
S01009860,1,1,1,1
S01009861,1,1,1,1
S01009862,1,1,1,1
S01009863,1,1,1,1
S01009864,1,1,1,1
S01009865,1,1,1,1
S01009866,1,1,1,1
S01009867,1,1,1,1
S01009868,1,1,1,1
S01009869,1,1,1,1
S01009870,1,1,1,1
S01009871,1,1,1,1
S01009872,1,1,1,1
S01009873,1,1,1,1
S01009874,1,1,1,1
S01009875,1,1,1,1
S01009876,1,1,1,1
S01009877,1,1,1,1
S01009878,1,1,1,1
S01009879,1,1,1,1
S01009880,1,1,1,1
S01009881,1,1,1,1
S01009882,1,1,1,1
S01009883,1,1,1,1
S01009884,1,1,1,1
S01009885,1,1,1,1
S01009886,1,1,1,1
S01009887,1,1,1,1
S01009888,1,1,1,1
S01009889,1,1,1,1
S01009890,1,1,1,1
S01009891,1,1,1,1
S01009892,1,1,1,1
S01009893,1,1,1,1
S01009894,1,1,1,1
S01009895,1,1,1,1
S01009896,1,1,1,1
S01009897,1,1,1,1
S01009898,1,1,1,1
S01009899,1,1,1,1
S01009900,1,1,1,1
S01009901,1,1,1,1
S01009902,1,1,1,1
S01009903,1,1,1,1
S01009904,1,1,1,1
S01009905,1,1,1,1
S01009906,1,1,1,1
S01009907,1,1,1,1
S01009908,1,1,1,1
S01009909,1,1,1,1
S01009910,1,1,1,1
S01009911,1,1,1,1
S01009912,1,1,1,1
S01009913,1,1,1,1
S01009914,1,1,1,1
S01009915,1,1,1,1
S01009916,1,1,1,1
S01009917,1,1,1,1
S01009918,1,1,1,1
S01009919,1,1,1,1
S01009920,1,1,1,1
S01009921,1,1,1,1
S01009922,1,1,1,1
S01009923,1,1,1,1
S01009924,1,1,1,1
S01009925,1,1,1,1
S01009926,1,1,1,1
S01009927,1,1,1,1
S01009928,1,1,1,1
S01009929,1,1,1,1
S01009930,1,1,1,1
S01009931,1,1,1,1
S01009932,1,1,1,1
S01009933,1,1,1,1
S01009934,1,1,1,1
S01009935,1,1,1,1
S01009936,1,1,1,1
S01009937,1,1,1,1
S01009938,1,1,1,1
S01009939,1,1,1,1
S01009940,1,1,1,1
S01009941,1,1,1,1
S01009942,1,1,1,1
S01009943,1,1,1,1
S01009944,1,1,1,1
S01009945,1,1,1,1
S01009946,1,1,1,1
S01009947,1,1,1,1
S01009948,1,1,1,1
S01009949,1,1,1,1
S01009950,1,1,1,1
S01009951,1,1,1,1
S01009952,1,1,1,1
S01009953,1,1,1,1
S01009954,1,1,1,1
S01009955,1,1,1,1
S01009956,1,1,1,1
S01009957,1,1,1,1
S01009958,1,1,1,1
S01009959,1,1,1,1
S01009960,1,1,1,1
S01009961,1,1,1,1
S01009962,1,1,1,1
S01009963,1,1,1,1
S01009964,1,1,1,1
S01009965,1,1,1,1
S01009966,1,1,1,1
S01009967,1,1,1,1
S01009968,1,1,1,1
S01009970,1,1,1,1
S01009971,1,1,1,1
S01009973,1,1,1,1
S01009974,1,1,1,1
S01009975,1,1,1,1
S01009976,1,1,1,1
S01009977,1,1,1,1
S01009978,1,1,1,1
S01009979,1,1,1,1
S01009980,1,1,1,1
S01009981,1,1,1,1
S01009982,1,1,1,1
S01009983,1,1,1,1
S01009984,1,1,1,1
S01009985,1,1,1,1
S01009986,1,1,1,1
S01009987,1,1,1,1
S01009988,1,1,1,1
S01009989,1,1,1,1
S01009990,1,1,1,1
S01009991,1,1,1,1
S01009992,1,1,1,1
S01009993,1,1,1,1
S01009994,1,1,1,1
S01009995,1,1,1,1
S01009996,1,1,1,1
S01009997,1,1,1,1
S01009998,1,1,1,1
S01009999,1,1,1,1
S01010000,1,1,1,1
S01010001,1,1,1,1
S01010002,1,1,1,1
S01010003,1,1,1,1
S01010004,1,1,1,1
S01010005,1,1,1,1
S01010006,1,1,1,1
S01010007,1,1,1,1
S01010008,1,1,1,1
S01010009,1,1,1,1
S01010010,1,1,1,1
S01010011,1,1,1,1
S01010012,1,1,1,1
S01010013,1,1,1,1
S01010014,1,1,1,1
S01010015,1,1,1,1
S01010016,1,1,1,1
S01010017,1,1,1,1
S01010018,1,1,1,1
S01010019,1,1,1,1
S01010020,1,1,1,1
S01010021,1,1,1,1
S01010022,1,1,1,1
S01010023,1,1,1,1
S01010024,1,1,1,1
S01010025,1,1,1,1
S01010026,1,1,1,1
S01010027,1,1,1,1
S01010028,1,1,1,1
S01010029,1,1,1,1
S01010030,1,1,1,1
S01010031,1,1,1,1
S01010032,1,1,1,1
S01010033,1,1,1,1
S01010034,1,1,1,1
S01010035,1,1,1,1
S01010036,1,1,1,1
S01010037,1,1,1,1
S01010038,1,1,1,1
S01010039,1,1,1,1
S01010040,1,1,1,1
S01010041,1,1,1,1
S01010042,1,1,1,1
S01010043,1,1,1,1
S01010044,1,1,1,1
S01010045,1,1,1,1
S01010046,1,1,1,1
S01010047,1,1,1,1
S01010048,1,1,1,1
S01010049,1,1,1,1
S01010050,1,1,1,1
S01010051,1,1,1,1
S01010052,1,1,1,1
S01010053,1,1,1,1
S01010054,1,1,1,1
S01010055,1,1,1,1
S01010056,1,1,1,1
S01010057,1,1,1,1
S01010058,1,1,1,1
S01010059,1,1,1,1
S01010060,1,1,1,1
S01010061,1,1,1,1
S01010062,1,1,1,1
S01010063,1,1,1,1
S01010064,1,1,1,1
S01010065,1,1,1,1
S01010066,1,1,1,1
S01010067,1,1,1,1
S01010068,1,1,1,1
S01010069,1,1,1,1
S01010070,1,1,1,1
S01010071,1,1,1,1
S01010072,1,1,1,1
S01010073,1,1,1,1
S01010074,1,1,1,1
S01010075,1,1,1,1
S01010076,1,1,1,1
S01010077,1,1,1,1
S01010078,1,1,1,1
S01010079,1,1,1,1
S01010080,1,1,1,1
S01010081,1,1,1,1
S01010082,1,1,1,1
S01010083,1,1,1,1
S01010084,1,1,1,1
S01010085,1,1,1,1
S01010086,1,1,1,1
S01010087,1,1,1,1
S01010088,1,1,1,1
S01010089,1,1,1,1
S01010090,1,1,1,1
S01010091,1,1,1,1
S01010092,1,1,1,1
S01010093,1,1,1,1
S01010094,1,1,1,1
S01010095,1,1,1,1
S01010096,1,1,1,1
S01010097,1,1,1,1
S01010098,1,1,1,1
S01010099,1,1,1,1
S01010100,1,1,1,1
S01010101,1,1,1,1
S01010102,1,1,1,1
S01010103,1,1,1,1
S01010104,1,1,1,1
S01010105,1,1,1,1
S01010106,1,1,1,1
S01010107,1,1,1,1
S01010108,1,1,1,1
S01010109,1,1,1,1
S01010110,1,1,1,1
S01010111,1,1,1,1
S01010112,1,1,1,1
S01010113,1,1,1,1
S01010114,1,1,1,1
S01010115,1,1,1,1
S01010116,1,1,1,1
S01010118,1,1,1,1
S01010119,1,1,1,1
S01010120,1,1,1,1
S01010121,1,1,1,1
S01010122,1,1,1,1
S01010123,1,1,1,1
S01010124,1,1,1,1
S01010125,1,1,1,1
S01010126,1,1,1,1
S01010127,1,1,1,1
S01010128,1,1,1,1
S01010129,1,1,1,1
S01010130,1,1,1,1
S01010131,1,1,1,1
S01010132,1,1,1,1
S01010133,1,1,1,1
S01010134,1,1,1,1
S01010135,1,1,1,1
S01010136,1,1,1,1
S01010137,1,1,1,1
S01010138,1,1,1,1
S01010139,1,1,1,1
S01010140,1,1,1,1
S01010141,1,1,1,1
S01010142,1,1,1,1
S01010143,1,1,1,1
S01010144,1,1,1,1
S01010145,1,1,1,1
S01010146,1,1,1,1
S01010147,1,1,1,1
S01010148,1,1,1,1
S01010149,1,1,1,1
S01010150,1,1,1,1
S01010151,1,1,1,1
S01010152,1,1,1,1
S01010153,1,1,1,1
S01010154,1,1,1,1
S01010155,1,1,1,1
S01010156,1,1,1,1
S01010157,1,1,1,1
S01010158,1,1,1,1
S01010159,1,1,1,1
S01010160,1,1,1,1
S01010161,1,1,1,1
S01010162,1,1,1,1
S01010163,1,1,1,1
S01010164,1,1,1,1
S01010165,1,1,1,1
S01010166,1,1,1,1
S01010167,1,1,1,1
S01010168,1,1,1,1
S01010169,1,1,1,1
S01010170,1,1,1,1
S01010171,1,1,1,1
S01010172,1,1,1,1
S01010173,1,1,1,1
S01010174,1,1,1,1
S01010175,1,1,1,1
S01010176,1,1,1,1
S01010177,1,1,1,1
S01010178,1,1,1,1
S01010179,1,1,1,1
S01010180,1,1,1,1
S01010181,1,1,1,1
S01010182,1,1,1,1
S01010183,1,1,1,1
S01010184,1,1,1,1
S01010185,1,1,1,1
S01010186,1,1,1,1
S01010187,1,1,1,1
S01010188,1,1,1,1
S01010189,1,1,1,1
S01010190,1,1,1,1
S01010191,1,1,1,1
S01010192,1,1,1,1
S01010193,1,1,1,1
S01010194,1,1,1,1
S01010195,1,1,1,1
S01010196,1,1,1,1
S01010197,1,1,1,1
S01010198,1,1,1,1
S01010199,1,1,1,1
S01010200,1,1,1,1
S01010201,1,1,1,1
S01010202,1,1,1,1
S01010203,1,1,1,1
S01010204,1,1,1,1
S01010205,1,1,1,1
S01010206,1,1,1,1
S01010207,1,1,1,1
S01010208,1,1,1,1
S01010209,1,1,1,1
S01010210,1,1,1,1
S01010211,1,1,1,1
S01010212,1,1,1,1
S01010213,1,1,1,1
S01010214,1,1,1,1
S01010215,1,1,1,1
S01010216,1,1,1,1
S01010217,1,1,1,1
S01010218,1,1,1,1
S01010219,1,1,1,1
S01010220,1,1,1,1
S01010221,1,1,1,1
S01010222,1,1,1,1
S01010223,1,1,1,1
S01010224,1,1,1,1
S01010225,1,1,1,1
S01010226,1,1,1,1
S01010227,1,1,1,1
S01010228,1,1,1,1
S01010229,1,1,1,1
S01010230,1,1,1,1
S01010231,1,1,1,1
S01010232,1,1,1,1
S01010233,1,1,1,1
S01010234,1,1,1,1
S01010235,1,1,1,1
S01010236,1,1,1,1
S01010237,1,1,1,1
S01010238,1,1,1,1
S01010239,1,1,1,1
S01010240,1,1,1,1
S01010241,1,1,1,1
S01010242,1,1,1,1
S01010243,1,1,1,1
S01010244,1,1,1,1
S01010245,1,1,1,1
S01010246,1,1,1,1
S01010247,1,1,1,1
S01010248,1,1,1,1
S01010249,1,1,1,1
S01010250,1,1,1,1
S01010251,1,1,1,1
S01010252,1,1,1,1
S01010253,1,1,1,1
S01010254,1,1,1,1
S01010255,1,1,1,1
S01010256,1,1,1,1
S01010257,1,1,1,1
S01010258,1,1,1,1
S01010259,1,1,1,1
S01010260,1,1,1,1
S01010261,1,1,1,1
S01010262,1,1,1,1
S01010263,1,1,1,1
S01010264,1,1,1,1
S01010265,1,1,1,1
S01010266,1,1,1,1
S01010267,1,1,1,1
S01010268,1,1,1,1
S01010269,1,1,1,1
S01010270,1,1,1,1
S01010271,1,1,1,1
S01010272,1,1,1,1
S01010273,1,1,1,1
S01010274,1,1,1,1
S01010275,1,1,1,1
S01010276,1,1,1,1
S01010277,1,1,1,1
S01010278,1,1,1,1
S01010279,1,1,1,1
S01010280,1,1,1,1
S01010281,1,1,1,1
S01010282,1,1,1,1
S01010283,1,1,1,1
S01010284,1,1,1,1
S01010285,1,1,1,1
S01010286,1,1,1,1
S01010287,1,1,1,1
S01010288,1,1,1,1
S01010289,1,1,1,1
S01010290,1,1,1,1
S01010291,1,1,1,1
S01010292,1,1,1,1
S01010293,1,1,1,1
S01010294,1,1,1,1
S01010295,1,1,1,1
S01010296,1,1,1,1
S01010297,1,1,1,1
S01010298,1,1,1,1
S01010299,1,1,1,1
S01010300,1,1,1,1
S01010301,1,1,1,1
S01010302,1,1,1,1
S01010303,1,1,1,1
S01010304,1,1,1,1
S01010305,1,1,1,1
S01010306,1,1,1,1
S01010307,1,1,1,1
S01010308,1,1,1,1
S01010309,1,1,1,1
S01010310,1,1,1,1
S01010311,1,1,1,1
S01010312,1,1,1,1
S01010313,1,1,1,1
S01010314,1,1,1,1
S01010315,1,1,1,1
S01010316,1,1,1,1
S01010317,1,1,1,1
S01010318,1,1,1,1
S01010319,1,1,1,1
S01010320,1,1,1,1
S01010321,1,1,1,1
S01010322,1,1,1,1
S01010323,1,1,1,1
S01010324,1,1,1,1
S01010325,1,1,1,1
S01010326,1,1,1,1
S01010327,1,1,1,1
S01010328,1,1,1,1
S01010329,1,1,1,1
S01010330,1,1,1,1
S01010331,1,1,1,1
S01010332,1,1,1,1
S01010333,1,1,1,1
S01010334,1,1,1,1
S01010335,1,1,1,1
S01010336,1,1,1,1
S01010337,1,1,1,1
S01010338,1,1,1,1
S01010339,1,1,1,1
S01010340,1,1,1,1
S01010341,1,1,1,1
S01010342,1,1,1,1
S01010343,1,1,1,1
S01010344,1,1,1,1
S01010345,1,1,1,1
S01010346,1,1,1,1
S01010347,1,1,1,1
S01010348,1,1,1,1
S01010349,1,1,1,1
S01010350,1,1,1,1
S01010351,1,1,1,1
S01010352,1,1,1,1
S01010353,1,1,1,1
S01010354,1,1,1,1
S01010355,1,1,1,1
S01010356,1,1,1,1
S01010357,1,1,1,1
S01010358,1,1,1,1
S01010359,1,1,1,1
S01010360,1,1,1,1
S01010361,1,1,1,1
S01010362,1,1,1,1
S01010363,1,1,1,1
S01010364,1,1,1,1
S01010365,1,1,1,1
S01010366,1,1,1,1
S01010367,1,1,1,1
S01010368,1,1,1,1
S01010369,1,1,1,1
S01010370,1,1,1,1
S01010371,1,1,1,1
S01010372,1,1,1,1
S01010373,1,1,1,1
S01010374,1,1,1,1
S01010375,1,1,1,1
S01010376,1,1,1,1
S01010377,1,1,1,1
S01010378,1,1,1,1
S01010379,1,1,1,1
S01010380,1,1,1,1
S01010381,1,1,1,1
S01010382,1,1,1,1
S01010383,1,1,1,1
S01010384,1,1,1,1
S01010385,1,1,1,1
S01010386,1,1,1,1
S01010387,1,1,1,1
S01010388,1,1,1,1
S01010389,1,1,1,1
S01010390,1,1,1,1
S01010391,1,1,1,1
S01010392,1,1,1,1
S01010393,1,1,1,1
S01010394,1,1,1,1
S01010395,1,1,1,1
S01010396,1,1,1,1
S01010397,1,1,1,1
S01010398,1,1,1,1
S01010399,1,1,1,1
S01010400,1,1,1,1
S01010401,1,1,1,1
S01010402,1,1,1,1
S01010403,1,1,1,1
S01010404,1,1,1,1
S01010405,1,1,1,1
S01010406,1,1,1,1
S01010407,1,1,1,1
S01010408,1,1,1,1
S01010409,1,1,1,1
S01010410,1,1,1,1
S01010411,1,1,1,1
S01010412,1,1,1,1
S01010413,1,1,1,1
S01010414,1,1,1,1
S01010415,1,1,1,1
S01010416,1,1,1,1
S01010417,1,1,1,1
S01010418,1,1,1,1
S01010419,1,1,1,1
S01010420,1,1,1,1
S01010421,1,1,1,1
S01010422,1,1,1,1
S01010423,1,1,1,1
S01010424,1,1,1,1
S01010425,1,1,1,1
S01010426,1,1,1,1
S01010427,1,1,1,1
S01010428,1,1,1,1
S01010429,1,1,1,1
S01010430,1,1,1,1
S01010431,1,1,1,1
S01010432,1,1,1,1
S01010433,1,1,1,1
S01010434,1,1,1,1
S01010435,1,1,1,1
S01010436,1,1,1,1
S01010437,1,1,1,1
S01010438,1,1,1,1
S01010439,1,1,1,1
S01010440,1,1,1,1
S01010441,1,1,1,1
S01010442,1,1,1,1
S01010443,1,1,1,1
S01010444,1,1,1,1
S01010445,1,1,1,1
S01010446,1,1,1,1
S01010447,1,1,1,1
S01010448,1,1,1,1
S01010449,1,1,1,1
S01010450,1,1,1,1
S01010451,1,1,1,1
S01010452,1,1,1,1
S01010453,1,1,1,1
S01010454,1,1,1,1
S01010455,1,1,1,1
S01010456,1,1,1,1
S01010457,1,1,1,1
S01010458,1,1,1,1
S01010459,1,1,1,1
S01010460,1,1,1,1
S01010461,1,1,1,1
S01010462,1,1,1,1
S01010463,1,1,1,1
S01010464,1,1,1,1
S01010465,1,1,1,1
S01010466,1,1,1,1
S01010467,1,1,1,1
S01010468,1,1,1,1
S01010469,1,1,1,1
S01010470,1,1,1,1
S01010471,1,1,1,1
S01010472,1,1,1,1
S01010473,1,1,1,1
S01010474,1,1,1,1
S01010475,1,1,1,1
S01010476,1,1,1,1
S01010477,1,1,1,1
S01010478,1,1,1,1
S01010479,1,1,1,1
S01010480,1,1,1,1
S01010481,1,1,1,1
S01010482,1,1,1,1
S01010483,1,1,1,1
S01010484,1,1,1,1
S01010485,1,1,1,1
S01010486,1,1,1,1
S01010487,1,1,1,1
S01010488,1,1,1,1
S01010489,1,1,1,1
S01010490,1,1,1,1
S01010491,1,1,1,1
S01010492,1,1,1,1
S01010493,1,1,1,1
S01010494,1,1,1,1
S01010495,1,1,1,1
S01010496,1,1,1,1
S01010497,1,1,1,1
S01010498,1,1,1,1
S01010499,1,1,1,1
S01010500,1,1,1,1
S01010501,1,1,1,1
S01010502,1,1,1,1
S01010503,1,1,1,1
S01006823,1,1,2,2
S01006824,1,1,2,2
S01006825,1,1,2,2
S01006826,1,1,2,2
S01006827,1,1,2,2
S01006828,1,1,2,2
S01006829,1,1,2,2
S01006830,1,1,2,2
S01006831,1,1,2,2
S01006832,1,1,2,2
S01006833,1,1,2,2
S01006834,1,1,2,2
S01006835,1,1,2,2
S01006836,1,1,2,2
S01006837,1,1,2,2
S01006838,1,1,2,2
S01006894,1,1,2,2
S01006895,1,1,2,2
S01006896,1,1,2,2
S01006897,1,1,2,2
S01006898,1,1,2,2
S01006899,1,1,2,2
S01006900,1,1,2,2
S01006901,1,1,2,2
S01006902,1,1,2,2
S01006903,1,1,2,2
S01006904,1,1,2,2
S01006905,1,1,2,2
S01006906,1,1,2,2
S01006907,1,1,2,2
S01006908,1,1,2,2
S01006909,1,1,2,2
S01006911,1,1,2,2
S01006913,1,1,2,2
S01006929,1,1,2,2
S01006930,1,1,2,2
S01006932,1,1,2,2
S01006933,1,1,2,2
S01006935,1,1,2,2
S01006936,1,1,2,2
S01006937,1,1,2,2
S01006938,1,1,2,2
S01006939,1,1,2,2
S01006940,1,1,2,2
S01006941,1,1,2,2
S01006942,1,1,2,2
S01006943,1,1,2,2
S01006944,1,1,2,2
S01006945,1,1,2,2
S01006958,1,1,2,2
S01006959,1,1,2,2
S01006960,1,1,2,2
S01006961,1,1,2,2
S01006962,1,1,2,2
S01006963,1,1,2,2
S01006964,1,1,2,2
S01006965,1,1,2,2
S01006966,1,1,2,2
S01006967,1,1,2,2
S01006968,1,1,2,2
S01006969,1,1,2,2
S01006970,1,1,2,2
S01006971,1,1,2,2
S01007072,1,1,2,2
S01007073,1,1,2,2
S01007074,1,1,2,2
S01007075,1,1,2,2
S01007076,1,1,2,2
S01007077,1,1,2,2
S01007078,1,1,2,2
S01007079,1,1,2,2
S01007080,1,1,2,2
S01007081,1,1,2,2
S01007082,1,1,2,2
S01007083,1,1,2,2
S01007084,1,1,2,2
S01007085,1,1,2,2
S01007086,1,1,2,2
S01007087,1,1,2,2
S01007088,1,1,2,2
S01007089,1,1,2,2
S01007090,1,1,2,2
S01007091,1,1,2,2
S01007092,1,1,2,2
S01007093,1,1,2,2
S01007094,1,1,2,2
S01007098,1,1,2,2
S01007112,1,1,2,2
S01007113,1,1,2,2
S01007114,1,1,2,2
S01007115,1,1,2,2
S01007116,1,1,2,2
S01007117,1,1,2,2
S01007118,1,1,2,2
S01007119,1,1,2,2
S01007120,1,1,2,2
S01007121,1,1,2,2
S01007122,1,1,2,2
S01007123,1,1,2,2
S01007124,1,1,2,2
S01007125,1,1,2,2
S01007126,1,1,2,2
S01007127,1,1,2,2
S01007128,1,1,2,2
S01007143,1,1,2,2
S01007156,1,1,2,2
S01007157,1,1,2,2
S01007158,1,1,2,2
S01007159,1,1,2,2
S01007160,1,1,2,2
S01007161,1,1,2,2
S01007162,1,1,2,2
S01007163,1,1,2,2
S01007164,1,1,2,2
S01007165,1,1,2,2
S01007166,1,1,2,2
S01007167,1,1,2,2
S01007168,1,1,2,2
S01007169,1,1,2,2
S01007173,1,1,2,2
S01007174,1,1,2,2
S01007175,1,1,2,2
S01007176,1,1,2,2
S01007177,1,1,2,2
S01007178,1,1,2,2
S01007179,1,1,2,2
S01007180,1,1,2,2
S01007181,1,1,2,2
S01007182,1,1,2,2
S01007183,1,1,2,2
S01007184,1,1,2,2
S01007185,1,1,2,2
S01007186,1,1,2,2
S01007187,1,1,2,2
S01007188,1,1,2,2
S01007189,1,1,2,2
S01007190,1,1,2,2
S01007191,1,1,2,2
S01007192,1,1,2,2
S01007193,1,1,2,2
S01007194,1,1,2,2
S01007195,1,1,2,2
S01007196,1,1,2,2
S01007197,1,1,2,2
S01007198,1,1,2,2
S01007199,1,1,2,2
S01007200,1,1,2,2
S01007201,1,1,2,2
S01007202,1,1,2,2
S01007203,1,1,2,2
S01007206,1,1,2,2
S01007207,1,1,2,2
S01007208,1,1,2,2
S01007209,1,1,2,2
S01007210,1,1,2,2
S01007211,1,1,2,2
S01007212,1,1,2,2
S01007213,1,1,2,2
