DZ_CODE,UR2FOLD,UR3FOLD,UR6FOLD,UR8FOLD
S01007214,1,1,2,2
S01007215,1,1,2,2
S01007216,1,1,2,2
S01007217,1,1,2,2
S01007218,1,1,2,2
S01007219,1,1,2,2
S01007220,1,1,2,2
S01007221,1,1,2,2
S01007222,1,1,2,2
S01007248,1,1,2,2
S01007249,1,1,2,2
S01007250,1,1,2,2
S01007251,1,1,2,2
S01007252,1,1,2,2
S01007253,1,1,2,2
S01007254,1,1,2,2
S01007255,1,1,2,2
S01007256,1,1,2,2
S01007257,1,1,2,2
S01007258,1,1,2,2
S01007259,1,1,2,2
S01007260,1,1,2,2
S01007261,1,1,2,2
S01007262,1,1,2,2
S01007263,1,1,2,2
S01007264,1,1,2,2
S01007265,1,1,2,2
S01007381,1,1,2,2
S01007382,1,1,2,2
S01007383,1,1,2,2
S01007384,1,1,2,2
S01007385,1,1,2,2
S01007386,1,1,2,2
S01007387,1,1,2,2
S01007388,1,1,2,2
S01007389,1,1,2,2
S01007390,1,1,2,2
S01007391,1,1,2,2
S01007392,1,1,2,2
S01007393,1,1,2,2
S01007394,1,1,2,2
S01007395,1,1,2,2
S01007396,1,1,2,2
S01007397,1,1,2,2
S01007398,1,1,2,2
S01007399,1,1,2,2
S01007400,1,1,2,2
S01007401,1,1,2,2
S01007402,1,1,2,2
S01007403,1,1,2,2
S01007432,1,1,2,2
S01007453,1,1,2,2
S01007454,1,1,2,2
S01007455,1,1,2,2
S01007456,1,1,2,2
S01007457,1,1,2,2
S01007458,1,1,2,2
S01007459,1,1,2,2
S01007460,1,1,2,2
S01007461,1,1,2,2
S01007462,1,1,2,2
S01007463,1,1,2,2
S01007464,1,1,2,2
S01007465,1,1,2,2
S01007466,1,1,2,2
S01007467,1,1,2,2
S01007468,1,1,2,2
S01007469,1,1,2,2
S01007470,1,1,2,2
S01007471,1,1,2,2
S01007472,1,1,2,2
S01007473,1,1,2,2
S01007474,1,1,2,2
S01007475,1,1,2,2
S01007476,1,1,2,2
S01007477,1,1,2,2
S01007478,1,1,2,2
S01007479,1,1,2,2
S01007480,1,1,2,2
S01007481,1,1,2,2
S01007482,1,1,2,2
S01007483,1,1,2,2
S01007484,1,1,2,2
S01007485,1,1,2,2
S01007486,1,1,2,2
S01007487,1,1,2,2
S01007488,1,1,2,2
S01007489,1,1,2,2
S01007490,1,1,2,2
S01007491,1,1,2,2
S01007492,1,1,2,2
S01007493,1,1,2,2
S01007498,1,1,2,2
S01007570,1,1,2,2
S01007572,1,1,2,2
S01007573,1,1,2,2
S01007574,1,1,2,2
S01007575,1,1,2,2
S01007576,1,1,2,2
S01007577,1,1,2,2
S01007578,1,1,2,2
S01007579,1,1,2,2
S01007580,1,1,2,2
S01007581,1,1,2,2
S01007582,1,1,2,2
S01007583,1,1,2,2
S01007584,1,1,2,2
S01007585,1,1,2,2
S01007586,1,1,2,2
S01007587,1,1,2,2
S01007588,1,1,2,2
S01007589,1,1,2,2
S01007590,1,1,2,2
S01007591,1,1,2,2
S01007592,1,1,2,2
S01007593,1,1,2,2
S01007594,1,1,2,2
S01007599,1,1,2,2
S01007600,1,1,2,2
S01007601,1,1,2,2
S01007602,1,1,2,2
S01007603,1,1,2,2
S01007604,1,1,2,2
S01007605,1,1,2,2
S01007606,1,1,2,2
S01007607,1,1,2,2
S01007608,1,1,2,2
S01007609,1,1,2,2
S01007610,1,1,2,2
S01007611,1,1,2,2
S01007612,1,1,2,2
S01007613,1,1,2,2
S01007614,1,1,2,2
S01007615,1,1,2,2
S01007616,1,1,2,2
S01007627,1,1,2,2
S01007628,1,1,2,2
S01007955,1,1,2,2
S01007956,1,1,2,2
S01007957,1,1,2,2
S01007958,1,1,2,2
S01007959,1,1,2,2
S01007960,1,1,2,2
S01007962,1,1,2,2
S01007963,1,1,2,2
S01007964,1,1,2,2
S01007965,1,1,2,2
S01007966,1,1,2,2
S01007967,1,1,2,2
S01007968,1,1,2,2
S01007969,1,1,2,2
S01007970,1,1,2,2
S01007971,1,1,2,2
S01007972,1,1,2,2
S01007973,1,1,2,2
S01007974,1,1,2,2
S01007975,1,1,2,2
S01007976,1,1,2,2
S01007977,1,1,2,2
S01007978,1,1,2,2
S01007979,1,1,2,2
S01007980,1,1,2,2
S01007981,1,1,2,2
S01007982,1,1,2,2
S01007983,1,1,2,2
S01007984,1,1,2,2
S01007985,1,1,2,2
S01007986,1,1,2,2
S01007987,1,1,2,2
S01007988,1,1,2,2
S01007989,1,1,2,2
S01007990,1,1,2,2
S01007991,1,1,2,2
S01007992,1,1,2,2
S01007993,1,1,2,2
S01007994,1,1,2,2
S01007995,1,1,2,2
S01007996,1,1,2,2
S01007997,1,1,2,2
S01007998,1,1,2,2
S01007999,1,1,2,2
S01008000,1,1,2,2
S01008001,1,1,2,2
S01008002,1,1,2,2
S01008003,1,1,2,2
S01008004,1,1,2,2
S01008005,1,1,2,2
S01008006,1,1,2,2
S01008007,1,1,2,2
S01008008,1,1,2,2
S01008009,1,1,2,2
S01008010,1,1,2,2
S01008011,1,1,2,2
S01008012,1,1,2,2
S01008013,1,1,2,2
S01008014,1,1,2,2
S01008015,1,1,2,2
S01008016,1,1,2,2
S01008017,1,1,2,2
S01008018,1,1,2,2
S01008019,1,1,2,2
S01008020,1,1,2,2
S01008021,1,1,2,2
S01008022,1,1,2,2
S01008023,1,1,2,2
S01008024,1,1,2,2
S01008116,1,1,2,2
S01008117,1,1,2,2
S01008118,1,1,2,2
S01008119,1,1,2,2
S01008120,1,1,2,2
S01008121,1,1,2,2
S01008122,1,1,2,2
S01008123,1,1,2,2
S01008124,1,1,2,2
S01008125,1,1,2,2
S01008126,1,1,2,2
S01008127,1,1,2,2
S01008128,1,1,2,2
S01008129,1,1,2,2
S01008130,1,1,2,2
S01008131,1,1,2,2
S01008132,1,1,2,2
S01008133,1,1,2,2
S01008134,1,1,2,2
S01008135,1,1,2,2
S01008136,1,1,2,2
S01008137,1,1,2,2
S01008138,1,1,2,2
S01008139,1,1,2,2
S01008140,1,1,2,2
S01008141,1,1,2,2
S01008142,1,1,2,2
S01008143,1,1,2,2
S01008144,1,1,2,2
S01008147,1,1,2,2
S01008148,1,1,2,2
S01008149,1,1,2,2
S01008150,1,1,2,2
S01008151,1,1,2,2
S01008152,1,1,2,2
S01008197,1,1,2,2
S01008198,1,1,2,2
S01008199,1,1,2,2
S01008200,1,1,2,2
S01008201,1,1,2,2
S01008202,1,1,2,2
S01008203,1,1,2,2
S01008204,1,1,2,2
S01008205,1,1,2,2
S01008206,1,1,2,2
S01008207,1,1,2,2
S01008208,1,1,2,2
S01008209,1,1,2,2
S01008218,1,1,2,2
S01008219,1,1,2,2
S01008220,1,1,2,2
S01008221,1,1,2,2
S01008222,1,1,2,2
S01008223,1,1,2,2
S01008224,1,1,2,2
S01008225,1,1,2,2
S01008226,1,1,2,2
S01008227,1,1,2,2
S01008228,1,1,2,2
S01008229,1,1,2,2
S01008230,1,1,2,2
S01008231,1,1,2,2
S01008232,1,1,2,2
S01008233,1,1,2,2
S01008303,1,1,2,2
S01008304,1,1,2,2
S01008305,1,1,2,2
S01008306,1,1,2,2
S01008307,1,1,2,2
S01008308,1,1,2,2
S01008309,1,1,2,2
S01008310,1,1,2,2
S01008311,1,1,2,2
S01008312,1,1,2,2
S01008313,1,1,2,2
S01008314,1,1,2,2
S01008315,1,1,2,2
S01008316,1,1,2,2
S01008317,1,1,2,2
S01008318,1,1,2,2
S01008319,1,1,2,2
S01008320,1,1,2,2
S01008321,1,1,2,2
S01008322,1,1,2,2
S01008323,1,1,2,2
S01008324,1,1,2,2
S01008325,1,1,2,2
S01008326,1,1,2,2
S01008327,1,1,2,2
S01009050,1,1,2,2
S01009051,1,1,2,2
S01009052,1,1,2,2
S01009053,1,1,2,2
S01009054,1,1,2,2
S01009055,1,1,2,2
S01009056,1,1,2,2
S01009057,1,1,2,2
S01009058,1,1,2,2
S01009059,1,1,2,2
S01009060,1,1,2,2
S01009061,1,1,2,2
S01009062,1,1,2,2
S01009063,1,1,2,2
S01009064,1,1,2,2
S01009065,1,1,2,2
S01009066,1,1,2,2
S01009067,1,1,2,2
S01009068,1,1,2,2
S01009069,1,1,2,2
S01009070,1,1,2,2
S01009072,1,1,2,2
S01009073,1,1,2,2
S01009074,1,1,2,2
S01009075,1,1,2,2
S01009076,1,1,2,2
S01009077,1,1,2,2
S01009078,1,1,2,2
S01009079,1,1,2,2
S01009080,1,1,2,2
S01009081,1,1,2,2
S01009082,1,1,2,2
S01009083,1,1,2,2
S01009085,1,1,2,2
S01009086,1,1,2,2
S01009087,1,1,2,2
S01009088,1,1,2,2
S01009089,1,1,2,2
S01009090,1,1,2,2
S01009091,1,1,2,2
S01009092,1,1,2,2
S01009093,1,1,2,2
S01009094,1,1,2,2
S01009095,1,1,2,2
S01009096,1,1,2,2
S01009097,1,1,2,2
S01009098,1,1,2,2
S01009099,1,1,2,2
S01009100,1,1,2,2
S01009101,1,1,2,2
S01009102,1,1,2,2
S01009103,1,1,2,2
S01009104,1,1,2,2
S01009105,1,1,2,2
S01009106,1,1,2,2
S01009107,1,1,2,2
S01009108,1,1,2,2
S01009109,1,1,2,2
S01009110,1,1,2,2
S01009111,1,1,2,2
S01009112,1,1,2,2
S01009113,1,1,2,2
S01009114,1,1,2,2
S01009115,1,1,2,2
S01009116,1,1,2,2
S01009117,1,1,2,2
S01009118,1,1,2,2
S01009119,1,1,2,2
S01009120,1,1,2,2
S01009121,1,1,2,2
S01009126,1,1,2,2
S01009127,1,1,2,2
S01009128,1,1,2,2
S01009129,1,1,2,2
S01009130,1,1,2,2
S01009131,1,1,2,2
S01009132,1,1,2,2
S01009133,1,1,2,2
S01009134,1,1,2,2
S01009135,1,1,2,2
S01009136,1,1,2,2
S01009137,1,1,2,2
S01009138,1,1,2,2
S01009139,1,1,2,2
S01009140,1,1,2,2
S01009141,1,1,2,2
S01009142,1,1,2,2
S01009143,1,1,2,2
S01009144,1,1,2,2
S01009145,1,1,2,2
S01009146,1,1,2,2
S01009147,1,1,2,2
S01009148,1,1,2,2
S01009149,1,1,2,2
S01009150,1,1,2,2
S01009151,1,1,2,2
S01009152,1,1,2,2
S01009153,1,1,2,2
S01009154,1,1,2,2
S01009155,1,1,2,2
S01009156,1,1,2,2
S01009157,1,1,2,2
S01009158,1,1,2,2
S01009159,1,1,2,2
S01009160,1,1,2,2
S01009161,1,1,2,2
S01009162,1,1,2,2
S01009163,1,1,2,2
S01009164,1,1,2,2
S01009165,1,1,2,2
S01009166,1,1,2,2
S01009167,1,1,2,2
S01009168,1,1,2,2
S01009169,1,1,2,2
S01009170,1,1,2,2
S01009171,1,1,2,2
S01009172,1,1,2,2
S01009173,1,1,2,2
S01009174,1,1,2,2
S01009175,1,1,2,2
S01009176,1,1,2,2
S01009190,1,1,2,2
S01009191,1,1,2,2
S01009192,1,1,2,2
S01009193,1,1,2,2
S01009194,1,1,2,2
S01009195,1,1,2,2
S01009196,1,1,2,2
S01009197,1,1,2,2
S01009198,1,1,2,2
S01009199,1,1,2,2
S01009200,1,1,2,2
S01009201,1,1,2,2
S01009202,1,1,2,2
S01009203,1,1,2,2
S01009204,1,1,2,2
S01009205,1,1,2,2
S01009206,1,1,2,2
S01009207,1,1,2,2
S01009208,1,1,2,2
S01009209,1,1,2,2
S01009210,1,1,2,2
S01009211,1,1,2,2
S01009212,1,1,2,2
S01009213,1,1,2,2
S01009214,1,1,2,2
S01009215,1,1,2,2
S01009216,1,1,2,2
S01009217,1,1,2,2
S01009218,1,1,2,2
S01009219,1,1,2,2
S01009220,1,1,2,2
S01009221,1,1,2,2
S01009222,1,1,2,2
S01009223,1,1,2,2
S01009224,1,1,2,2
S01009225,1,1,2,2
S01009226,1,1,2,2
S01009227,1,1,2,2
S01009228,1,1,2,2
S01009229,1,1,2,2
S01009230,1,1,2,2
S01009231,1,1,2,2
S01009232,1,1,2,2
S01009233,1,1,2,2
S01009234,1,1,2,2
S01009235,1,1,2,2
S01009236,1,1,2,2
S01009237,1,1,2,2
S01009238,1,1,2,2
S01009239,1,1,2,2
S01009240,1,1,2,2
S01009241,1,1,2,2
S01009242,1,1,2,2
S01009243,1,1,2,2
S01009244,1,1,2,2
S01009245,1,1,2,2
S01009246,1,1,2,2
S01009247,1,1,2,2
S01009248,1,1,2,2
S01009249,1,1,2,2
S01009250,1,1,2,2
S01009251,1,1,2,2
S01009252,1,1,2,2
S01009253,1,1,2,2
S01009254,1,1,2,2
S01009255,1,1,2,2
S01009256,1,1,2,2
S01009257,1,1,2,2
S01009259,1,1,2,2
S01009260,1,1,2,2
S01009261,1,1,2,2
S01009262,1,1,2,2
S01009263,1,1,2,2
S01009292,1,1,2,2
S01009293,1,1,2,2
S01009294,1,1,2,2
S01009295,1,1,2,2
S01009296,1,1,2,2
S01009297,1,1,2,2
S01009298,1,1,2,2
S01009299,1,1,2,2
S01009300,1,1,2,2
S01009301,1,1,2,2
S01009302,1,1,2,2
S01009303,1,1,2,2
S01009304,1,1,2,2
S01009305,1,1,2,2
S01009306,1,1,2,2
S01009307,1,1,2,2
S01009308,1,1,2,2
S01009309,1,1,2,2
S01009310,1,1,2,2
S01009311,1,1,2,2
S01009312,1,1,2,2
S01009313,1,1,2,2
S01009314,1,1,2,2
S01009315,1,1,2,2
S01009316,1,1,2,2
S01009317,1,1,2,2
S01009318,1,1,2,2
S01009319,1,1,2,2
S01009320,1,1,2,2
S01009321,1,1,2,2
S01009325,1,1,2,2
S01009326,1,1,2,2
S01009327,1,1,2,2
S01009328,1,1,2,2
S01009329,1,1,2,2
S01009330,1,1,2,2
S01009331,1,1,2,2
S01009332,1,1,2,2
S01009333,1,1,2,2
S01009334,1,1,2,2
S01009335,1,1,2,2
S01009336,1,1,2,2
S01009337,1,1,2,2
S01009338,1,1,2,2
S01009339,1,1,2,2
S01009340,1,1,2,2
S01009341,1,1,2,2
S01009342,1,1,2,2
S01009343,1,1,2,2
S01009344,1,1,2,2
S01009345,1,1,2,2
S01009346,1,1,2,2
S01009347,1,1,2,2
S01009348,1,1,2,2
S01009349,1,1,2,2
S01009350,1,1,2,2
S01009351,1,1,2,2
S01009352,1,1,2,2
S01009353,1,1,2,2
S01009354,1,1,2,2
S01009355,1,1,2,2
S01009356,1,1,2,2
S01009357,1,1,2,2
S01009358,1,1,2,2
S01009359,1,1,2,2
S01009360,1,1,2,2
S01009361,1,1,2,2
S01009362,1,1,2,2
S01009363,1,1,2,2
S01009364,1,1,2,2
S01009365,1,1,2,2
S01009366,1,1,2,2
S01009367,1,1,2,2
S01009368,1,1,2,2
S01009369,1,1,2,2
S01009370,1,1,2,2
S01009371,1,1,2,2
S01009372,1,1,2,2
S01009373,1,1,2,2
S01009374,1,1,2,2
S01009375,1,1,2,2
S01009376,1,1,2,2
S01009377,1,1,2,2
S01009378,1,1,2,2
S01009379,1,1,2,2
S01009380,1,1,2,2
S01009381,1,1,2,2
S01009382,1,1,2,2
S01009383,1,1,2,2
S01009386,1,1,2,2
S01009387,1,1,2,2
S01009388,1,1,2,2
S01009389,1,1,2,2
S01009390,1,1,2,2
S01009391,1,1,2,2
S01009392,1,1,2,2
S01009393,1,1,2,2
S01009394,1,1,2,2
S01009395,1,1,2,2
S01009396,1,1,2,2
S01009397,1,1,2,2
S01009398,1,1,2,2
S01009399,1,1,2,2
S01009400,1,1,2,2
S01009401,1,1,2,2
S01009402,1,1,2,2
S01009403,1,1,2,2
S01009404,1,1,2,2
S01009405,1,1,2,2
S01009406,1,1,2,2
S01009407,1,1,2,2
S01009408,1,1,2,2
S01009409,1,1,2,2
S01009410,1,1,2,2
S01009411,1,1,2,2
S01009412,1,1,2,2
S01009413,1,1,2,2
S01009414,1,1,2,2
S01009415,1,1,2,2
S01009416,1,1,2,2
S01009417,1,1,2,2
S01009418,1,1,2,2
S01009444,1,1,2,2
S01009445,1,1,2,2
S01009446,1,1,2,2
S01009447,1,1,2,2
S01009448,1,1,2,2
S01009449,1,1,2,2
S01009450,1,1,2,2
S01009451,1,1,2,2
S01009452,1,1,2,2
S01009453,1,1,2,2
S01009456,1,1,2,2
S01009471,1,1,2,2
S01009472,1,1,2,2
S01009473,1,1,2,2
S01009474,1,1,2,2
S01009475,1,1,2,2
S01009476,1,1,2,2
S01009477,1,1,2,2
S01009478,1,1,2,2
S01009479,1,1,2,2
S01009480,1,1,2,2
S01009481,1,1,2,2
S01009482,1,1,2,2
S01009483,1,1,2,2
S01009484,1,1,2,2
S01009485,1,1,2,2
S01009486,1,1,2,2
S01009487,1,1,2,2
S01009488,1,1,2,2
S01009489,1,1,2,2
S01009490,1,1,2,2
S01009491,1,1,2,2
S01009492,1,1,2,2
S01009493,1,1,2,2
S01009494,1,1,2,2
S01009495,1,1,2,2
S01009496,1,1,2,2
S01009497,1,1,2,2
S01009498,1,1,2,2
S01009499,1,1,2,2
S01009500,1,1,2,2
S01009501,1,1,2,2
S01009502,1,1,2,2
S01009503,1,1,2,2
S01009504,1,1,2,2
S01009505,1,1,2,2
S01009506,1,1,2,2
S01009507,1,1,2,2
S01009508,1,1,2,2
S01009509,1,1,2,2
S01009510,1,1,2,2
S01009511,1,1,2,2
S01009512,1,1,2,2
S01009513,1,1,2,2
S01009514,1,1,2,2
S01009515,1,1,2,2
S01009516,1,1,2,2
S01009517,1,1,2,2
S01009518,1,1,2,2
S01009519,1,1,2,2
S01009520,1,1,2,2
S01009521,1,1,2,2
S01009522,1,1,2,2
S01009523,1,1,2,2
S01009524,1,1,2,2
S01009525,1,1,2,2
S01009526,1,1,2,2
S01009527,1,1,2,2
S01009528,1,1,2,2
S01009529,1,1,2,2
S01009530,1,1,2,2
S01009531,1,1,2,2
S01009532,1,1,2,2
S01009533,1,1,2,2
S01009534,1,1,2,2
S01009535,1,1,2,2
S01009536,1,1,2,2
S01009537,1,1,2,2
S01009538,1,1,2,2
S01009539,1,1,2,2
S01009540,1,1,2,2
S01009547,1,1,2,2
S01009548,1,1,2,2
S01009549,1,1,2,2
S01009550,1,1,2,2
S01009551,1,1,2,2
S01009552,1,1,2,2
S01009553,1,1,2,2
S01009554,1,1,2,2
S01009555,1,1,2,2
S01009556,1,1,2,2
S01009557,1,1,2,2
S01009558,1,1,2,2
S01009559,1,1,2,2
S01009560,1,1,2,2
S01009561,1,1,2,2
S01009562,1,1,2,2
S01009563,1,1,2,2
S01009564,1,1,2,2
S01009565,1,1,2,2
S01009566,1,1,2,2
S01009567,1,1,2,2
S01009568,1,1,2,2
S01009569,1,1,2,2
S01009570,1,1,2,2
S01009571,1,1,2,2
S01009572,1,1,2,2
S01009573,1,1,2,2
S01009574,1,1,2,2
S01009575,1,1,2,2
S01009576,1,1,2,2
S01009577,1,1,2,2
S01009578,1,1,2,2
S01009579,1,1,2,2
S01009580,1,1,2,2
S01009581,1,1,2,2
S01009582,1,1,2,2
S01009583,1,1,2,2
S01009584,1,1,2,2
S01009585,1,1,2,2
S01009586,1,1,2,2
S01009587,1,1,2,2
S01009588,1,1,2,2
S01009589,1,1,2,2
S01009590,1,1,2,2
S01009591,1,1,2,2
S01009592,1,1,2,2
S01009593,1,1,2,2
S01009594,1,1,2,2
S01009595,1,1,2,2
S01009596,1,1,2,2
S01009597,1,1,2,2
S01009598,1,1,2,2
S01009599,1,1,2,2
S01009600,1,1,2,2
S01009601,1,1,2,2
S01009602,1,1,2,2
S01009603,1,1,2,2
S01009604,1,1,2,2
S01009605,1,1,2,2
S01009606,1,1,2,2
S01009607,1,1,2,2
S01009608,1,1,2,2
S01009609,1,1,2,2
S01009610,1,1,2,2
S01009612,1,1,2,2
S01009613,1,1,2,2
S01009615,1,1,2,2
S01009616,1,1,2,2
S01009617,1,1,2,2
S01009618,1,1,2,2
S01009619,1,1,2,2
S01009620,1,1,2,2
S01009621,1,1,2,2
S01009622,1,1,2,2
S01009623,1,1,2,2
S01009624,1,1,2,2
S01009625,1,1,2,2
S01009626,1,1,2,2
S01009627,1,1,2,2
S01009628,1,1,2,2
S01009629,1,1,2,2
S01009630,1,1,2,2
S01009631,1,1,2,2
S01009632,1,1,2,2
S01009633,1,1,2,2
S01009634,1,1,2,2
S01009635,1,1,2,2
S01009636,1,1,2,2
S01009637,1,1,2,2
S01009638,1,1,2,2
S01009639,1,1,2,2
S01009640,1,1,2,2
S01009641,1,1,2,2
S01009642,1,1,2,2
S01009643,1,1,2,2
S01009644,1,1,2,2
S01009645,1,1,2,2
S01009646,1,1,2,2
S01009647,1,1,2,2
S01009648,1,1,2,2
S01009649,1,1,2,2
S01009650,1,1,2,2
S01009655,1,1,2,2
S01009656,1,1,2,2
S01009657,1,1,2,2
S01009658,1,1,2,2
S01009659,1,1,2,2
S01009660,1,1,2,2
S01009716,1,1,2,2
S01009717,1,1,2,2
S01009718,1,1,2,2
S01009719,1,1,2,2
S01009720,1,1,2,2
S01009721,1,1,2,2
S01009722,1,1,2,2
S01009723,1,1,2,2
S01009724,1,1,2,2
S01009725,1,1,2,2
S01009726,1,1,2,2
S01009727,1,1,2,2
S01009728,1,1,2,2
S01009729,1,1,2,2
S01009730,1,1,2,2
S01009731,1,1,2,2
S01009732,1,1,2,2
S01009735,1,1,2,2
S01009736,1,1,2,2
S01010510,1,1,2,2
S01010511,1,1,2,2
S01010512,1,1,2,2
S01010513,1,1,2,2
S01010514,1,1,2,2
S01010515,1,1,2,2
S01010516,1,1,2,2
S01010517,1,1,2,2
S01010518,1,1,2,2
S01010519,1,1,2,2
S01010520,1,1,2,2
S01010521,1,1,2,2
S01010522,1,1,2,2
S01010523,1,1,2,2
S01010571,1,1,2,2
S01010572,1,1,2,2
S01010573,1,1,2,2
S01010574,1,1,2,2
S01010575,1,1,2,2
S01010576,1,1,2,2
S01010577,1,1,2,2
S01010578,1,1,2,2
S01010579,1,1,2,2
S01010580,1,1,2,2
S01010581,1,1,2,2
S01010583,1,1,2,2
S01010584,1,1,2,2
S01010585,1,1,2,2
S01010586,1,1,2,2
S01010587,1,1,2,2
S01010588,1,1,2,2
S01010589,1,1,2,2
S01010590,1,1,2,2
S01010591,1,1,2,2
S01010592,1,1,2,2
S01010593,1,1,2,2
S01010594,1,1,2,2
S01010595,1,1,2,2
S01010597,1,1,2,2
S01010598,1,1,2,2
S01010599,1,1,2,2
S01010600,1,1,2,2
S01010601,1,1,2,2
S01010602,1,1,2,2
S01010603,1,1,2,2
S01010604,1,1,2,2
S01010605,1,1,2,2
S01010606,1,1,2,2
S01010607,1,1,2,2
S01010608,1,1,2,2
S01010609,1,1,2,2
S01010610,1,1,2,2
S01010611,1,1,2,2
S01010612,1,1,2,2
S01010613,1,1,2,2
S01010614,1,1,2,2
S01010615,1,1,2,2
S01010616,1,1,2,2
S01010617,1,1,2,2
S01010618,1,1,2,2
S01010619,1,1,2,2
S01010620,1,1,2,2
S01010621,1,1,2,2
S01010622,1,1,2,2
S01010623,1,1,2,2
S01010624,1,1,2,2
S01010625,1,1,2,2
S01010626,1,1,2,2
S01010627,1,1,2,2
S01010628,1,1,2,2
S01010629,1,1,2,2
S01010630,1,1,2,2
S01010631,1,1,2,2
S01010632,1,1,2,2
S01010633,1,1,2,2
S01010634,1,1,2,2
S01010635,1,1,2,2
S01010636,1,1,2,2
S01010637,1,1,2,2
S01010638,1,1,2,2
S01010639,1,1,2,2
S01010640,1,1,2,2
S01010641,1,1,2,2
S01010642,1,1,2,2
S01010643,1,1,2,2
S01010644,1,1,2,2
S01010645,1,1,2,2
S01010646,1,1,2,2
S01010647,1,1,2,2
S01010648,1,1,2,2
S01010649,1,1,2,2
S01010651,1,1,2,2
S01010652,1,1,2,2
S01010653,1,1,2,2
S01010654,1,1,2,2
S01010823,1,1,2,2
S01010832,1,1,2,2
S01010833,1,1,2,2
S01010834,1,1,2,2
S01010835,1,1,2,2
S01010836,1,1,2,2
S01010837,1,1,2,2
S01010838,1,1,2,2
S01010839,1,1,2,2
S01010840,1,1,2,2
S01010841,1,1,2,2
S01010842,1,1,2,2
S01010843,1,1,2,2
S01010844,1,1,2,2
S01010845,1,1,2,2
S01010846,1,1,2,2
S01010847,1,1,2,2
S01010848,1,1,2,2
S01010849,1,1,2,2
S01010850,1,1,2,2
S01010851,1,1,2,2
S01010852,1,1,2,2
S01010853,1,1,2,2
S01010854,1,1,2,2
S01010855,1,1,2,2
S01010856,1,1,2,2
S01010857,1,1,2,2
S01010858,1,1,2,2
S01010859,1,1,2,2
S01010860,1,1,2,2
S01010861,1,1,2,2
S01010862,1,1,2,2
S01010863,1,1,2,2
S01010864,1,1,2,2
S01010865,1,1,2,2
S01010866,1,1,2,2
S01010867,1,1,2,2
S01010868,1,1,2,2
S01010869,1,1,2,2
S01010870,1,1,2,2
S01010871,1,1,2,2
S01010872,1,1,2,2
S01010873,1,1,2,2
S01010874,1,1,2,2
S01010875,1,1,2,2
S01010876,1,1,2,2
S01010877,1,1,2,2
S01010878,1,1,2,2
S01010879,1,1,2,2
S01010880,1,1,2,2
S01010881,1,1,2,2
S01010882,1,1,2,2
S01010883,1,1,2,2
S01010884,1,1,2,2
S01010885,1,1,2,2
S01010886,1,1,2,2
S01010887,1,1,2,2
S01010888,1,1,2,2
S01010889,1,1,2,2
S01010890,1,1,2,2
S01010891,1,1,2,2
S01010892,1,1,2,2
S01010893,1,1,2,2
S01010894,1,1,2,2
S01010895,1,1,2,2
S01010896,1,1,2,2
S01010897,1,1,2,2
S01010898,1,1,2,2
S01010899,1,1,2,2
S01010900,1,1,2,2
S01010901,1,1,2,2
S01010902,1,1,2,2
S01010903,1,1,2,2
S01010904,1,1,2,2
S01010905,1,1,2,2
S01010906,1,1,2,2
S01010907,1,1,2,2
S01010908,1,1,2,2
S01010909,1,1,2,2
S01010910,1,1,2,2
S01010911,1,1,2,2
S01010912,1,1,2,2
S01010913,1,1,2,2
S01010914,1,1,2,2
S01010915,1,1,2,2
S01010916,1,1,2,2
S01010917,1,1,2,2
S01010918,1,1,2,2
S01010919,1,1,2,2
S01010920,1,1,2,2
S01010921,1,1,2,2
S01010922,1,1,2,2
S01010923,1,1,2,2
S01010924,1,1,2,2
S01010925,1,1,2,2
S01010926,1,1,2,2
S01010927,1,1,2,2
S01010928,1,1,2,2
S01010929,1,1,2,2
S01010934,1,1,2,2
S01010935,1,1,2,2
S01010936,1,1,2,2
S01010937,1,1,2,2
S01010938,1,1,2,2
S01010939,1,1,2,2
S01010940,1,1,2,2
S01010941,1,1,2,2
S01010942,1,1,2,2
S01010943,1,1,2,2
S01010944,1,1,2,2
S01010945,1,1,2,2
S01010946,1,1,2,2
S01010947,1,1,2,2
S01010948,1,1,2,2
S01010949,1,1,2,2
S01010950,1,1,2,2
S01010951,1,1,2,2
S01010952,1,1,2,2
S01010953,1,1,2,2
S01010954,1,1,2,2
S01010955,1,1,2,2
S01010956,1,1,2,2
S01010971,1,1,2,2
S01010972,1,1,2,2
S01010973,1,1,2,2
S01010974,1,1,2,2
S01010975,1,1,2,2
S01010976,1,1,2,2
S01010977,1,1,2,2
S01010978,1,1,2,2
S01010979,1,1,2,2
S01010980,1,1,2,2
S01010981,1,1,2,2
S01010982,1,1,2,2
S01010983,1,1,2,2
S01010984,1,1,2,2
S01010985,1,1,2,2
S01010986,1,1,2,2
S01010987,1,1,2,2
S01010988,1,1,2,2
S01010989,1,1,2,2
S01010990,1,1,2,2
S01010991,1,1,2,2
S01010992,1,1,2,2
S01010993,1,1,2,2
S01010994,1,1,2,2
S01010995,1,1,2,2
S01010996,1,1,2,2
S01010997,1,1,2,2
S01010998,1,1,2,2
S01010999,1,1,2,2
S01011005,1,1,2,2
S01011006,1,1,2,2
S01011007,1,1,2,2
S01011008,1,1,2,2
S01011009,1,1,2,2
S01011010,1,1,2,2
S01011011,1,1,2,2
S01011012,1,1,2,2
